cve,nombre,distrito,lat,lon,area,geometry_geojson
12-133,PUEBLO QUIETO,16,19.29828063757581,-99.15949248208887,1.0080880717298063e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1612065428627, 19.298522159597095], [-99.1617043743871, 19.299911354370998], [-99.1593527241063, 19.3000527165893], [-99.15741134223323, 19.297822068565505], [-99.1579629328105, 19.2964779897586], [-99.160443343534, 19.296527557567895], [-99.1612065428627, 19.298522159597095]]]}"
12-136,RANCHO LOS COLORINES (FRACC),16,19.28818499867955,-99.13777653480491,1.1683130610140397e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1396022579928, 19.2901587729132], [-99.1353668126828, 19.288916478200797], [-99.136577842757, 19.286067812265003], [-99.13997102962891, 19.287539557703198], [-99.1396022579928, 19.2901587729132]]]}"
12-137,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,16,19.3004358283467,-99.12327136165997,1.909055450522019e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12062217745309, 19.3000815242214], [-99.12376084003668, 19.298346075251295], [-99.1231997455205, 19.297129000249804], [-99.1252306410347, 19.296662376283102], [-99.1245176589062, 19.3038244685605], [-99.121887795472, 19.3027856526938], [-99.12062217745309, 19.3000815242214]]]}"
12-223,RESIDENCIAL FUENTES DE CANTERA (U HAB),14,19.2741684393237,-99.18947240938647,1.730916875161306e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1888377070427, 19.2747442902465], [-99.1889531958581, 19.273485142332596], [-99.1905718782297, 19.2741688558291], [-99.19054090976832, 19.2745290818523], [-99.1888377070427, 19.2747442902465]]]}"
12-139,RESIDENCIAL INSURGENTES SUR (U HAB),16,19.279115626651567,-99.17220045115378,5.717824759196099e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17223357038289, 19.279003681176597], [-99.1713488704047, 19.2809987949414], [-99.1698193581024, 19.280335966410796], [-99.17412537618411, 19.277648253760198], [-99.1744059804775, 19.2787471648761], [-99.17223357038289, 19.279003681176597]]]}"
12-142,RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,16,19.29628230375335,-99.12297664926247,8.409015852782818e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1232980198178, 19.297121005149997], [-99.1209891791776, 19.297559458647594], [-99.12032647104182, 19.2961611321745], [-99.12535805216841, 19.2952661744467], [-99.1232980198178, 19.297121005149997]]]}"
12-143,RINCONADA (U HAB),16,19.286326258783085,-99.13516003621868,3.731544633650129e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.13647213452239, 19.286287698535197], [-99.1360614685595, 19.2871419286412], [-99.1336415213363, 19.286928705581598], [-99.134974021192, 19.285331115180107], [-99.13647213452239, 19.286287698535197]]]}"
12-145,ROCA DE CRISTAL,14,19.275823849582086,-99.18756128659587,1.2516199189174293e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18775962657419, 19.274699927861903], [-99.1876661154651, 19.2768962987763], [-99.18709520961261, 19.276816731950795], [-99.18735576125911, 19.275269167423705], [-99.18775962657419, 19.274699927861903]]]}"
12-146,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEÑA POBRE,16,19.29731728429417,-99.1803637604686,3.859274594782732e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17633605709749, 19.298835635605897], [-99.1745712551106, 19.297874705338195], [-99.1756302924541, 19.29509783170059], [-99.18471954920109, 19.2955559655681], [-99.1855941944679, 19.2996106238895], [-99.180827748286, 19.2994553735087], [-99.1797985366571, 19.297988218308895], [-99.1780611410789, 19.299445555650795], [-99.17633605709749, 19.298835635605897]]]}"
12-147,SAN ANDRES TOTOLTEPEC (PBLO),16,19.248044319151433,-99.1709598819919,0.0004363778803580294,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1794129589254, 19.2482903456884], [-99.1776275318769, 19.253188477230204], [-99.18029109411002, 19.253680464030996], [-99.178736192461, 19.256056831440397], [-99.179923702655, 19.2581021610509], [-99.1788789576955, 19.2606812450187], [-99.1766850746738, 19.260314722626802], [-99.1758060194785, 19.262714504370297], [-99.17402961187652, 19.262034327865294], [-99.1736604881453, 19.258181165739497], [-99.1692986130224, 19.259213008318504], [-99.1653156061319, 19.258178325529098], [-99.165769534043, 19.2570101642334], [-99.1614931721473, 19.254475916994195], [-99.1645343308625, 19.252296481673003], [-99.1585358627498, 19.250599877815], [-99.15948859353051, 19.247399893018297], [-99.1556452906387, 19.246085104298402], [-99.1583370832698, 19.236018323358895], [-99.16113813576492, 19.240567182065202], [-99.16746200008032, 19.2420659674195], [-99.1671679902136, 19.2397339961287], [-99.1746869561376, 19.2392860654135], [-99.17619738534358, 19.236863080369396], [-99.18003327424078, 19.2382511185952], [-99.1802784617809, 19.243255790798795], [-99.1826054732123, 19.2406185508332], [-99.1830312779221, 19.242983064488904], [-99.1902589325142, 19.2392849587818], [-99.1817453653805, 19.2484090892648], [-99.1794129589254, 19.2482903456884]]]}"
12-148,SAN BARTOLO EL CHICO,16,19.284465914352143,-99.13251734781811,3.0091783650127893e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.13666306335361, 19.285917609653396], [-99.1271410357508, 19.286860589885393], [-99.1250237773804, 19.285242005459995], [-99.1389430720253, 19.282234821504396], [-99.13666306335361, 19.285917609653396]]]}"
12-153,SAN LORENZO HUIPULCO,16,19.295342712425605,-99.14963380181986,7.481229034973933e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1521173644977, 19.297783987633895], [-99.1474403513002, 19.3012847183354], [-99.1445483991955, 19.300383910888996], [-99.14726438981299, 19.2893575795594], [-99.1495789063755, 19.291328721030695], [-99.1514872094921, 19.2901002638163], [-99.1563557178554, 19.296847275551194], [-99.1521173644977, 19.297783987633895]]]}"
12-154,SAN MIGUEL  XICALCO (PBLO),19,19.23182271237945,-99.16330252319025,0.00037189436897513945,"{""type"": ""Polygon"", ""coordinates"": [[[-99.175165809013, 19.226179745327997], [-99.1760649639031, 19.2302837279199], [-99.1736858388367, 19.239315415401396], [-99.1671679902136, 19.2397339961287], [-99.16746200008032, 19.2420659674195], [-99.16113813576492, 19.240567182065202], [-99.1583370832698, 19.236018323358895], [-99.1560854601551, 19.2410226150829], [-99.1542461169664, 19.237406178651703], [-99.1508261948455, 19.236512676121603], [-99.15032619753902, 19.234140583253495], [-99.147953752247, 19.236091162283497], [-99.15358467704232, 19.222974940391204], [-99.1654975704719, 19.225381236448495], [-99.17423268696261, 19.224483712988295], [-99.1821189950678, 19.2268513762531], [-99.175165809013, 19.226179745327997]]]}"
12-155,SAN MIGUEL AJUSCO (PBLO),19,19.227860675114126,-99.19688188069242,0.0004443417193626637,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2171641085742, 19.2350797155787], [-99.21158210250111, 19.2354760848607], [-99.207488554725, 19.233119716584596], [-99.2045355591657, 19.235763422435898], [-99.2011062162978, 19.2359016284763], [-99.2001677863161, 19.23826701083779], [-99.1952735909389, 19.238788878212205], [-99.1929556145626, 19.236312514665098], [-99.1948982082583, 19.229993091059903], [-99.1924310248589, 19.231122976096092], [-99.19007446990699, 19.229791999365606], [-99.187453209826, 19.233232428479496], [-99.1841266742052, 19.2329723648333], [-99.1812572976264, 19.230246712524604], [-99.1834191692733, 19.227920302423698], [-99.17910940413752, 19.2251068565425], [-99.1794804689192, 19.222766679582], [-99.1811769851011, 19.2188541308703], [-99.18258482025621, 19.2195002415581], [-99.18602569531278, 19.2168501245141], [-99.1934419559231, 19.218578228447498], [-99.1970294310338, 19.222456954986594], [-99.20416773897722, 19.221359308698403], [-99.2149075351991, 19.230879791408903], [-99.2190988191782, 19.232050855016297], [-99.2171641085742, 19.2350797155787]]]}"
12-156,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,19,19.210906921955342,-99.1584320215893,4.5914597131983076e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1546063444865, 19.211867999821692], [-99.1560992000482, 19.2062865383887], [-99.1614009744434, 19.207874750044], [-99.1610809298158, 19.209148245147396], [-99.16349944239869, 19.2088067619885], [-99.16283949337021, 19.211514946404797], [-99.15962852155572, 19.2101334521295], [-99.1580053969402, 19.217724342950397], [-99.1546063444865, 19.211867999821692]]]}"
12-157,SAN MIGUEL TOPILEJO (PBLO),19,19.19632745381855,-99.15791840201457,0.0008174051378744334,"{""type"": ""Polygon"", ""coordinates"": [[[-99.129947004397, 19.1967034289895], [-99.1242600687702, 19.194157821913297], [-99.1306626509476, 19.1956097036505], [-99.1352541720289, 19.1888640629906], [-99.1362296807295, 19.194920933084497], [-99.1394671279703, 19.194863110967503], [-99.13923600520332, 19.1929233575185], [-99.140788003127, 19.196586000859597], [-99.1415303652261, 19.19510524214], [-99.1432674613557, 19.1955140050577], [-99.145525841242, 19.1889141463007], [-99.14772847091018, 19.192665057185003], [-99.1497388956675, 19.1904106251801], [-99.1490870080828, 19.194388893306], [-99.1470656738881, 19.196280402371993], [-99.14882855114482, 19.1999733625818], [-99.1524824310466, 19.199040704655], [-99.1546545138948, 19.1941147736349], [-99.15183682209211, 19.1941436103577], [-99.1510975743049, 19.19262579467], [-99.15673022138252, 19.192502749694796], [-99.1587261220353, 19.1941641779827], [-99.1720937138332, 19.176877264955703], [-99.1839190754696, 19.1863393134486], [-99.1735217781487, 19.198431294073302], [-99.1742502656301, 19.2019362158367], [-99.17807600989602, 19.204867724491404], [-99.17689016697172, 19.2067352097978], [-99.169858192672, 19.2042047869923], [-99.16862004163121, 19.2074284655327], [-99.1636682198632, 19.207768092146804], [-99.16172002550431, 19.2055896605045], [-99.1606020318149, 19.207544067331597], [-99.1546358839869, 19.2059895390915], [-99.15283067269782, 19.207000642889202], [-99.15060046384889, 19.2054628274749], [-99.15043027898251, 19.207802399662903], [-99.1452168360623, 19.204749602682497], [-99.1438897265189, 19.209496283890797], [-99.1393780111377, 19.209567560137796], [-99.1414384616004, 19.20520645143041], [-99.1407195682866, 19.203309800662495], [-99.1368731064806, 19.2051015955769], [-99.13303139476172, 19.210077103586894], [-99.1324382906855, 19.2064593950865], [-99.12930236958042, 19.2029378063817], [-99.129947004397, 19.1967034289895]]]}"
12-208,SAN MIGUEL TOXIAC,19,19.207365024864743,-99.15494042105782,5.7876830123324734e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1559212733639, 19.2087554416676], [-99.1532890561099, 19.207686023771696], [-99.15283067269782, 19.207000642889202], [-99.1560992000482, 19.2062865383887], [-99.1559212733639, 19.2087554416676]]]}"
12-158,SAN NICOLAS II,14,19.267213997299727,-99.23798061311696,3.54776507685715e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2400726709738, 19.2631241663822], [-99.2411502285094, 19.270378249677194], [-99.2336919090087, 19.269382244865394], [-99.2382934206145, 19.263893481421498], [-99.2379708379144, 19.26203624408579], [-99.2400726709738, 19.2631241663822]]]}"
12-159,SAN PEDRO APOSTOL (BARR),16,19.295944568976612,-99.17403429364542,6.39760485375878e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1751927282049, 19.296573275547896], [-99.1726930033941, 19.2972345131137], [-99.1731771226978, 19.294333644481704], [-99.1756302924541, 19.29509783170059], [-99.1751927282049, 19.296573275547896]]]}"
12-160,SAN PEDRO MARTIR (PBLO),16,19.265724369107613,-99.17133176320557,0.00016081236271260583,"{""type"": ""Polygon"", ""coordinates"": [[[-99.185246517533, 19.265104827678293], [-99.18392278966019, 19.266984524288297], [-99.1821457608071, 19.266781696810302], [-99.18243350878032, 19.268916289244192], [-99.17455678876371, 19.267018847608995], [-99.1692636990686, 19.272904287147504], [-99.1623170166116, 19.269907847028797], [-99.1612145454416, 19.271777076337102], [-99.16340347812358, 19.264913580473102], [-99.16242014483379, 19.264373318127397], [-99.1713269968942, 19.2582293343693], [-99.1736604881453, 19.258181165739497], [-99.17402961187652, 19.262034327865294], [-99.176643526464, 19.263689537952796], [-99.185246517533, 19.265104827678293]]]}"
12-161,SANTA URSULA XITLA,16,19.280727958855913,-99.17867591123913,0.00010624538306427522,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1743649959537, 19.276234210680897], [-99.1768348626605, 19.276938943681596], [-99.1771554093462, 19.274714125553295], [-99.181369836873, 19.272918454507604], [-99.18134136778939, 19.2774852420336], [-99.1860774885402, 19.2778626198688], [-99.18323223038568, 19.281898995374096], [-99.1839093367994, 19.2837750674021], [-99.17479720454732, 19.2887347186065], [-99.1755626084352, 19.2835258059691], [-99.1713488704047, 19.2809987949414], [-99.17223357038289, 19.279003681176597], [-99.1744059804775, 19.2787471648761], [-99.1743649959537, 19.276234210680897]]]}"
12-162,SANTISIMA TRINIDAD,14,19.271974695495448,-99.18602840750641,5.510641715658539e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18706322385428, 19.272265455981103], [-99.1847114479818, 19.2730646103668], [-99.1847399424378, 19.2710555769992], [-99.1877653199282, 19.271390509407], [-99.18706322385428, 19.272265455981103]]]}"
12-163,SANTO TOMAS AJUSCO (PBLO),19,19.213380638858293,-99.21783898118204,0.0010085564431214357,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2263929939122, 19.226664039257095], [-99.2295964757775, 19.2323946547063], [-99.21822376155302, 19.232066015378503], [-99.2149075351991, 19.230879791408903], [-99.20416773897722, 19.221359308698403], [-99.1981739513538, 19.2226540466783], [-99.1956832052053, 19.2214515110678], [-99.19720952962442, 19.210982328948504], [-99.20026547958791, 19.210581569159196], [-99.2060753271192, 19.2047845982003], [-99.204885184328, 19.199447453990096], [-99.2076720491885, 19.1990367120639], [-99.2086537472944, 19.201026213086003], [-99.21197926881493, 19.2001139482893], [-99.2112620914346, 19.193786948697202], [-99.22280216320013, 19.1981438409327], [-99.2306728376698, 19.197669142574], [-99.23071348663788, 19.1993337758424], [-99.2361912569957, 19.2035538545364], [-99.23659227312521, 19.204962707902695], [-99.234256432617, 19.2067398169605], [-99.2385559542373, 19.212509255811103], [-99.2323657165822, 19.215783002654796], [-99.23097160674119, 19.218079849041896], [-99.2339433659225, 19.2233414155433], [-99.2329775134659, 19.2248819892746], [-99.2263929939122, 19.226664039257095]]]}"
12-164,SAUZALES CEBADALES (U HAB),16,19.29791752750933,-99.11080321523957,7.851326651147456e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.11147315035632, 19.300055372855095], [-99.1094650755264, 19.299612278386604], [-99.11012826675278, 19.2957903985281], [-99.11207510492122, 19.296162563465803], [-99.11147315035632, 19.300055372855095]]]}"
12-165,SECCION XVI,16,19.29174516607259,-99.15762240668973,2.2144980215134813e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1553703009037, 19.2951354131159], [-99.1541184031937, 19.292065829734], [-99.1596257944435, 19.2882934444176], [-99.1620837126741, 19.290168245071303], [-99.1553703009037, 19.2951354131159]]]}"
12-152,SN JUAN  TEPEXIMILPA (AMPL),14,19.27269500372945,-99.19283877958512,4.028315881369835e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19339923556839, 19.2732270323081], [-99.19238621725148, 19.273755137893705], [-99.19113324634739, 19.273498162656498], [-99.1946247284317, 19.271888629467398], [-99.19339923556839, 19.2732270323081]]]}"
12-151,SN JUAN TEPEXIMILPA,14,19.272531527391873,-99.19059169407471,8.939901793892836e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19054090976832, 19.2745290818523], [-99.1879840849082, 19.274367572009403], [-99.1914441729069, 19.270133500508997], [-99.1924172735645, 19.2718696552979], [-99.19113324634739, 19.273498162656498], [-99.19238621725148, 19.2737551378938], [-99.19054090976832, 19.2745290818523]]]}"
12-166,SOLIDARIDAD,14,19.264042016574393,-99.22950207690958,1.4195335572794872e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2300276094783, 19.26298088023], [-99.2319878440159, 19.2621261407249], [-99.2321130307116, 19.264736557006895], [-99.2267211575748, 19.2659755171011], [-99.2272822756842, 19.262800676684797], [-99.2300276094783, 19.26298088023]]]}"
12-167,TECORRAL,16,19.259783212536558,-99.16677410744664,8.57646181854235e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1687836087176, 19.259495498282092], [-99.1660689725751, 19.262042582184], [-99.1647484138797, 19.260422401344496], [-99.1658254105981, 19.258297539862095], [-99.1687836087176, 19.259495498282092]]]}"
12-168,TENORIOS INFONAVIT 1 Y 2 (U HAB),16,19.296840548459667,-99.11753093810295,4.399631630864844e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1183907662563, 19.295584576258598], [-99.1191222485782, 19.297063575592897], [-99.1166135073896, 19.298025935779503], [-99.115941480833, 19.296624969913296], [-99.1183907662563, 19.295584576258598]]]}"
12-170,TEPETLICA EL ALTO-3 DE MAYO,19,19.234611728775302,-99.14733022112908,2.237815492100403e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1490933023592, 19.23787958088049], [-99.1470169899017, 19.2393131994132], [-99.1445743504359, 19.234580816197102], [-99.1470018604573, 19.23389090722119], [-99.1458339286001, 19.23060942886369], [-99.14980089586808, 19.231487593006896], [-99.147953752247, 19.236091162283497], [-99.1490933023592, 19.23787958088049]]]}"
12-171,TEPETONGO,14,19.27090065088798,-99.1885133818408,9.85494471469374e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.18799027959919, 19.2727934865201], [-99.18565303213651, 19.2704560117169], [-99.1907321539277, 19.269908684103296], [-99.1888450065133, 19.272955268072895], [-99.18799027959919, 19.2727934865201]]]}"
12-172,TETENCO (PJE),16,19.262928951327076,-99.17951822857616,1.881562911737061e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1844282212551, 19.264396839694005], [-99.17907148003852, 19.264418754097193], [-99.1758060194785, 19.262714504370297], [-99.1766850746738, 19.260314722626802], [-99.1788540682276, 19.260655728327997], [-99.1844282212551, 19.264396839694005]]]}"
12-173,TEZONTITLA,19,19.21047171322963,-99.1518626526282,3.737442536305927e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1546063444865, 19.211867999821692], [-99.1506095158907, 19.214064894080696], [-99.14793082028281, 19.213037889432794], [-99.15060046384889, 19.2054628274749], [-99.1559212733639, 19.2087554416676], [-99.1546063444865, 19.211867999821692]]]}"
12-174,TEZONTITLA - EL CALVARIO (AMPL),19,19.207829743712725,-99.14743548693083,2.3241170595064455e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.15043027898251, 19.207802399663], [-99.148068056423, 19.2126034553896], [-99.1444048280667, 19.205187411605895], [-99.1465685920463, 19.204910610048895], [-99.15043027898251, 19.207802399663]]]}"
12-175,TLALCOLIGIA,16,19.275976112362414,-99.17096946456245,4.0308676785406743e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.17110514209, 19.275016722127194], [-99.1697572997052, 19.271680490443398], [-99.1753814156981, 19.273421318901402], [-99.173659042815, 19.277812578280795], [-99.1698193581024, 19.280335966410796], [-99.1676100457555, 19.2790236094162], [-99.1674076544248, 19.2757511081404], [-99.1688383077094, 19.274094668053095], [-99.17110514209, 19.275016722127194]]]}"
12-176,TLALMILLE,19,19.25949630125983,-99.1861685798098,1.3360126249990421e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.185275921071, 19.258992786003102], [-99.1860388539267, 19.257877639611493], [-99.18931874391062, 19.2599184001559], [-99.1856141757361, 19.261464224941502], [-99.1832221749598, 19.2568716282607], [-99.185275921071, 19.258992786003102]]]}"
12-177,TLALPAN CENTRO,16,19.287793619721743,-99.17048663689896,0.00015465465904928888,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1784470403459, 19.2952520517069], [-99.16191098141601, 19.290294076890003], [-99.1673377662914, 19.2784259400429], [-99.1755626084352, 19.2835258059691], [-99.17396463730499, 19.290975356713197], [-99.18471954920109, 19.2955559655682], [-99.1784470403459, 19.2952520517069]]]}"
12-180,TORIELLO GUERRA,16,19.294868738937456,-99.16448919942985,8.735219828836243e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1563557178554, 19.296847275551194], [-99.1551812096355, 19.2952772353717], [-99.16191098141601, 19.290294076890003], [-99.1731771226978, 19.294333644481704], [-99.1726930033941, 19.2972345131137], [-99.1748193983247, 19.2974294404231], [-99.1694344945248, 19.298009884321797], [-99.16868605293229, 19.296836514274993], [-99.1670351538284, 19.298806079047203], [-99.1674251177633, 19.2971052154585], [-99.1640983551503, 19.2960444996348], [-99.1623109921665, 19.298693477424305], [-99.1604411845602, 19.2985277364636], [-99.160443343534, 19.296527557567895], [-99.1579629328105, 19.2964779897586], [-99.15741134223323, 19.297822068565505], [-99.1563557178554, 19.296847275551194]]]}"
12-181,TORRES DE PADIERNA,14,19.281289077586724,-99.22825344877752,7.268998583919105e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.22940584283089, 19.2830043016705], [-99.2274195069026, 19.283129559561804], [-99.22708410116302, 19.279454011784892], [-99.2292425830918, 19.279697919848594], [-99.22940584283089, 19.2830043016705]]]}"
12-182,TRES FUENTES (U HAB),16,19.298280898919884,-99.12160643393632,5.807035851981494e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.12214532336638, 19.2992753448709], [-99.1203280593995, 19.299587697681503], [-99.1196443522821, 19.2981192096298], [-99.1231997455205, 19.297129000249804], [-99.12376084003668, 19.298346075251295], [-99.12214532336638, 19.2992753448709]]]}"
12-044,UNIDADES HABITACIONALES DE TENORIOS,16,19.295332626812932,-99.1167314714202,4.845859452676816e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1155421507209, 19.296039843081598], [-99.11503429790619, 19.295146598714], [-99.11760481913392, 19.293995420047796], [-99.1183907662563, 19.295584576258598], [-99.1155421507209, 19.296039843081598]]]}"
12-183,VALLE DE TEPEPAN,16,19.27224856661104,-99.14555784532132,2.627120852435421e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.14207495171848, 19.273956423479095], [-99.1433577438424, 19.269514827289495], [-99.1498460586015, 19.271511790326304], [-99.14902208357802, 19.273998956646196], [-99.14207495171848, 19.273956423479095]]]}"
12-184,VALLE ESCONDIDO,16,19.277909695198623,-99.14472677739522,4.2967105178229696e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.147589314838, 19.2831046193947], [-99.1411579863867, 19.281220310243597], [-99.14207495171848, 19.273956423479095], [-99.14902208357802, 19.273998956646196], [-99.1477147960586, 19.2757763455891], [-99.1496046136956, 19.277232938317205], [-99.1491824638672, 19.278825493883698], [-99.14616265267432, 19.2769172812637], [-99.145097139066, 19.279515947724896], [-99.147589314838, 19.2831046193947]]]}"
12-185,VALLE VERDE,16,19.245805690615985,-99.14343028565767,2.7656618365262597e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1467970253796, 19.244497974643696], [-99.14894030276112, 19.244228493692702], [-99.1478077510949, 19.240772175485898], [-99.15026270034711, 19.245184799847003], [-99.14849087381471, 19.244744043655597], [-99.14177047528338, 19.2489508233658], [-99.13888888888891, 19.245555555555505], [-99.140382526275, 19.24362105279869], [-99.1444902619021, 19.2460243043521], [-99.1467970253796, 19.244497974643696]]]}"
12-186,VERANO,19,19.265170236541973,-99.20049991188448,6.3901081536068435e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2005001737051, 19.2667496837991], [-99.1994790612925, 19.266721233679597], [-99.1989804375586, 19.263050460893403], [-99.2023039867632, 19.2652045167554], [-99.2005001737051, 19.2667496837991]]]}"
12-188,VERGEL DE COYOACAN-VERGEL DEL SUR,16,19.301804814832906,-99.13715750369185,4.754807510898713e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1401337846921, 19.302231043528195], [-99.1348109396515, 19.3082514463762], [-99.1328172148082, 19.307354241251], [-99.1350421176517, 19.3044251636139], [-99.13458723132788, 19.296550300490598], [-99.1425519651308, 19.2996430299145], [-99.1401337846921, 19.302231043528195]]]}"
12-191,VILLA COAPA (RDCIAL),16,19.289652478871513,-99.1189445396458,2.578611411499076e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.11838264092991, 19.293006095091197], [-99.11467907610731, 19.289506097458997], [-99.1223340330027, 19.286199949563503], [-99.12211254007721, 19.289340166457297], [-99.11838264092991, 19.293006095091197]]]}"
12-193,VILLA DEL PUENTE FOVISSSTE  (U HAB),16,19.29671879802114,-99.10629453828399,5.342506535280818e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1061531022657, 19.29962655891489], [-99.10552382987738, 19.293666734903997], [-99.1056129810452, 19.2933913269421], [-99.1071457193706, 19.298706538249505], [-99.1061531022657, 19.29962655891489]]]}"
12-194,VILLA LAZARO CARDENAS,16,19.297003205856512,-99.14094521070663,3.876560534681687e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1445483991955, 19.300383910888996], [-99.1425519651308, 19.2996430299145], [-99.1325602988369, 19.295749176547197], [-99.146511051101, 19.295143539357003], [-99.1445483991955, 19.300383910888996]]]}"
12-195,VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),14,19.297431650118334,-99.18722340566006,1.3389157673256772e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.19069975334098, 19.2966458102799], [-99.18766205539791, 19.297673883920595], [-99.1875076264144, 19.2995545840093], [-99.1856566122671, 19.300133392250896], [-99.18471954920109, 19.2955559655682], [-99.19069975334098, 19.2966458102799]]]}"
12-198,VISTAS DEL PEDREGAL,14,19.27228718236321,-99.23473644238454,9.028707767618993e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.235688402927, 19.272721719550795], [-99.23587140794102, 19.275215133881403], [-99.2338571309654, 19.274353885962004], [-99.23404217945172, 19.269474923862603], [-99.2354272745953, 19.2698100119276], [-99.235688402927, 19.272721719550795]]]}"
12-199,VIVEROS DE COACTETLAN,16,19.243127230587206,-99.15288866636617,4.171379182093733e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1554731908126, 19.240704014989703], [-99.1569205121162, 19.2401294352082], [-99.1560760504366, 19.2453342403721], [-99.15462422697591, 19.2461041440068], [-99.1552375652, 19.2485097423124], [-99.1500467256436, 19.244975029079697], [-99.148814106334, 19.24144105413519], [-99.1515822376827, 19.2388731705473], [-99.1554731908126, 19.240704014989703]]]}"
12-200,XAXALCO,19,19.19232801119248,-99.14150756660752,2.5210617650960082e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1418091881444, 19.188976459276002], [-99.14494721428909, 19.192692568721696], [-99.1430687864143, 19.195703072219096], [-99.1415303652261, 19.19510524214], [-99.140453923569, 19.1966116623796], [-99.1390319091567, 19.188701222610305], [-99.1418091881444, 19.188976459276002]]]}"
12-201,XAXALIPAC,19,19.18713617702515,-99.14369740120951,2.5809576229419425e-05,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1444913009496, 19.180567106988597], [-99.1457052280767, 19.190571786735497], [-99.14438902805351, 19.192348784082995], [-99.14187009877098, 19.1896739848921], [-99.14181790634142, 19.1826698407711], [-99.1444913009496, 19.180567106988597]]]}"
12-202,ZACATIENDA,16,19.258246156357057,-99.16409632387514,8.739881253822822e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1637793194906, 19.2596382398317], [-99.1614058050104, 19.257327361264895], [-99.1655622094421, 19.256819098334], [-99.1647484138797, 19.260422401344496], [-99.1637793194906, 19.2596382398317]]]}"
12-204,ZAPOTE-LUIS DONALDO COLOSIO (U HABS),16,19.29972426164746,-99.17870403947082,3.686516180443962e-06,"{""type"": ""Polygon"", ""coordinates"": [[[-99.1787610131557, 19.301059514138302], [-99.17763916963521, 19.300039099067195], [-99.1797985366571, 19.297988218308895], [-99.17951503602981, 19.300556209727297], [-99.1787610131557, 19.301059514138302]]]}"
